STORE NAME,LICENSE ID,ACCOUNT NUMBER,SQUARE FEET,BUFFER SIZE,ADDRESS,ZIP CODE,COMMUNITY AREA NAME,COMMUNITY AREA,WARD,CENSUS TRACT,CENSUS BLOCK,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
CERMAK PRODUCE,1476657,273150,15000,A,1711 W CERMAK RD,60608,LOWER WEST SIDE,31,25,17031843200,1.70318E+14,1165248.867,1889420.241,41.85216786,-87.66897504,"(41.8521678636, -87.6689750407)"
CARNICERIA LA AZTECA,1354069,262231,2500,B,7067 N CLARK ST,60626,ROGERS PARK,1,49,17031010702,1.7031E+14,1163376.521,1947274.502,42.01096295,-87.67421466,"(42.0109629527, -87.6742146577)"
WHOLE FOODS MARKET,1678048,86298,19740,A,3640 N HALSTED ST,60613,LAKE VIEW,6,44,17031061000,1.70311E+14,1170228.556,1924572.202,41.9485198,-87.64967012,"(41.948519803, -87.6496701249)"
HONG KONG MARKET,1892499,64229,46300,A,520 W 24TH PL,60616,ARMOUR SQUARE,34,25,17031841100,1.70318E+14,1172894.139,1888048.211,41.84823717,-87.64095553,"(41.8482371659, -87.6409555275)"
JEWEL FOOD STORE #3030,1000572,259,31951,A,7530 S STONY ISLAND AVE,60649,SOUTH SHORE,43,5,17031834200,1.70318E+14,1188080.652,1855220.319,41.75780566,-87.58626826,"(41.7578056585, -87.586268258)"
CERMAK PRODUCE NO.4,69608,21223,17000,A,2701 W NORTH AVE,60647,WEST TOWN,24,26,17031241000,1.70312E+14,1158110.217,1910489.415,41.91013224,-87.69460039,"(41.9101322404, -87.6946003939)"
MUNCHIES ON LARRABEE,2073925,210118,2500,B,1012 N LARRABEE ST,60610,NEAR NORTH SIDE,8,27,17031842200,1.70318E+14,1172113.342,1907214.704,41.90084859,-87.64325554,"(41.9008485875, -87.6432555365)"
ALDI INC STORE #95,14011,5273,37000,A,2333 E 95TH ST,60617,SOUTH DEERING,51,7,17031510300,1.70315E+14,1193541.803,1842389.989,41.72246624,-87.56667305,"(41.722466242, -87.5666730521)"
MI MEXICO GROCERY,1494240,277614,2600,B,2601 W 59TH ST,60629,CHICAGO LAWN,66,16,17031835000,1.70318E+14,1160033.934,1865405.029,41.78637634,-87.68877651,"(41.7863763432, -87.688776514)"
ALDI FOODS STORE #30,14000,5273,14860,A,4030 W WRIGHTWOOD AVE,60639,LOGAN SQUARE,22,31,17031220702,1.70312E+14,1148929.317,1917009.95,41.92820785,-87.72815856,"(41.9282078544, -87.728158558)"
EUROPA GALLERIA INC,1299537,253902,6500,B,340 W SUPERIOR ST,60610,NEAR NORTH SIDE,8,42,17031081800,1.70311E+14,1173771.573,1905338.265,41.89566277,-87.63722072,"(41.8956627719, -87.637220715)"
SAVE-A-LOT   #856,1222884,216203,12000,A,5555 W NORTH AVE,60639,AUSTIN,25,37,17031250700,1.70313E+14,1138898.646,1910041.706,41.90927457,-87.76518779,"(41.9092745667, -87.765187785)"
ANAR INC,31219,14297,10001,A,935 E 79TH ST,60619,CHATHAM,44,8,17031440101,1.70314E+14,1183972.091,1852784.314,41.75121793,-87.60140141,"(41.7512179339, -87.6014014102)"
CLYBOURN MARKET,40522,15968,3500,B,2807 N CLYBOURN AVE,60618,NORTH CENTER,5,1,17031051400,1.70311E+14,1162477.18,1918702.518,41.93257918,-87.67832746,"(41.9325791837, -87.678327456)"
SERRELLI'S FOODS,6981,62794,4000,B,6454 W NORTH AVE,60707,AUSTIN,25,36,17031250500,1.70313E+14,1132926.401,1909986.632,41.9092299,-87.78712882,"(41.909229895, -87.7871288207)"
FOOD 4 LESS,1928152,251246,63506,A,112 W 87TH ST,60620,CHATHAM,44,21,17031842400,1.70318E+14,1176892.365,1847318.001,41.73638005,-87.62750922,"(41.7363800456, -87.627509219)"
DOMINICK'S #153/2153,41678,5033,68000,A,424 W DIVISION ST,60610,NEAR NORTH SIDE,8,27,17031080400,1.70311E+14,1173143.885,1908329.181,41.90388396,-87.6394372,"(41.9038839611, -87.6394372016)"
SUPER JIM'S,37540,33441,4500,B,5147 W DIVISION ST,60651,AUSTIN,25,37,17031251100,1.70313E+14,1141624.102,1907462.596,41.90214722,-87.75523939,"(41.9021472222, -87.7552393884)"
ALDI FOODS -STORE #04,13988,5273,12500,A,800 N KEDZIE AVE,60651,HUMBOLDT PARK,23,27,17031836600,1.70318E+14,1154853.936,1905175.142,41.89561531,-87.70670533,"(41.8956153135, -87.7067053251)"
BUSY BEE SUPERMARKET,1974525,343785,2500,B,5659 S ASHLAND AVE,60636,WEST ENGLEWOOD,67,16,17031670200,1.70317E+14,1166685.292,1866951.277,41.79048002,-87.66434507,"(41.7904800194, -87.6643450657)"
LUCIANO'S GROCERY-18TH ST,1380524,265429,6000,B,1714 W 18TH ST,60608,LOWER WEST SIDE,31,25,17031310800,1.70313E+14,1165111.723,1891492.252,41.85785657,-87.6694196,"(41.8578565675, -87.6694195956)"
CRESPO'S FOOD MART,40132,15902,2800,B,4353 W MADISON ST,60624,WEST GARFIELD PARK,26,28,17031260600,1.70313E+14,1147155.416,1899613.734,41.880505,-87.73512285,"(41.880504995, -87.7351228503)"
ARMITAGE PRODUCE INC,1771323,4469,14340,A,2007 N KIMBALL AVE,60647,LOGAN SQUARE,22,35,17031221100,1.70312E+14,1153421.139,1913162.672,41.91756242,-87.71175511,"(41.9175624189, -87.7117551087)"
RODRIGUEZ FRUITS & VEGETABLE,18231,7487,2626,B,2458 S ST LOUIS AVE,60623,SOUTH LAWNDALE,30,22,17031300700,1.70313E+14,1153392.177,1887204.053,41.84632986,-87.7125514,"(41.8463298609, -87.7125513997)"
JEWEL FOOD STORE #3368,1226337,259,31600,A,550 N STATE ST,60610,NEAR NORTH SIDE,8,42,17031081600,1.70311E+14,1176227.753,1904177.074,41.89242137,-87.62823487,"(41.8924213661, -87.6282348711)"
JEWEL FOOD STORE #3721,1225534,259,49513,A,6107 S ARCHER AVE,60638,GARFIELD RIDGE,56,23,17031560800,1.70316E+14,1137719.73,1868155.8,41.79435485,-87.77052715,"(41.7943548532, -87.7705271521)"
SUPERMERCADO LA CHIQUTIA # 4,49303,89325,10001,A,2623 S PULASKI RD,60623,SOUTH LAWNDALE,30,22,17031301701,1.70313E+14,1150175.895,1886162.497,41.84353489,-87.72438218,"(41.8435348913, -87.7243821794)"
INTERNATIONAL SUPERMARKET INC,16712,6917,7500,B,4556 S ASHLAND AVE,60609,NEW CITY,61,3,17031610400,1.70316E+14,1166403.294,1874268.618,41.81056568,-87.66517052,"(41.8105656774, -87.6651705169)"
WEST LAWN FOODS,1591726,289367,17000,A,5838 S PULASKI RD,60629,WEST ELSDON,62,13,17031620300,1.70316E+14,1150664.381,1865421.229,41.78660841,-87.72313003,"(41.7866084095, -87.7231300289)"
"LA NUEVA IMAGEN GROCERY, INC.",1804216,315282,3000,B,2459 S MILLARD AVE,60623,SOUTH LAWNDALE,30,22,17031300600,1.70313E+14,1152475.401,1887185.507,41.8462971,-87.71591643,"(41.8462971046, -87.7159164295)"
S & T PROVISION CO INC,12173,6018,10001,A,3804 W 111TH ST,60655,MOUNT GREENWOOD,74,19,17031740300,1.70317E+14,1152946.913,1830759.52,41.69144591,-87.7156731,"(41.6914459103, -87.7156731039)"
PARKSHORE MARKET LTD,26464,10858,2860,B,195 N HARBOR DR,60601,LOOP,32,42,17031320100,1.70313E+14,1179687.021,1901930.254,41.88617728,-87.6155996,"(41.8861772806, -87.6155996011)"
CARNICERIA GUANAJUATO,2069477,358374,9325,B,5250 W FULLERTON AVE,60639,BELMONT CRAGIN,19,31,17031190702,1.70312E+14,1140756.18,1915489.208,41.92418915,-87.75822974,"(41.9241891458, -87.7582297412)"
LOS CUATRO HERMANOS GROCERY,7790,62837,10001,A,1858 S ALLPORT ST,60608,LOWER WEST SIDE,31,25,17031310600,1.70313E+14,1168296.854,1890914.221,41.85620222,-87.65774497,"(41.8562022212, -87.6577449724)"
EDDY'S FOOD MART,1879269,324962,4000,B,7575 N ROGERS AVE,60626,ROGERS PARK,1,49,17031010300,1.7031E+14,1164934.279,1950275.478,42.01916463,-87.66839729,"(42.019164625, -87.668397288)"
MAYFAIR MARKET PLACE,1948869,340165,12000,A,4728 N PULASKI RD,60630,ALBANY PARK,14,39,140500,1.70311E+14,1148831.952,1931243.11,41.96726667,-87.72814705,"(41.9672666701, -87.7281470478)"
The Unit,2021618,351168,3500,B,2523 E 75TH ST,60649,SOUTH SHORE,43,7,17031431302,1.70314E+14,1194459.429,1855683.514,41.75892232,-87.56287604,"(41.7589223174, -87.5628760391)"
MOROLEON FOODS #2 INC.,1801622,314329,3025,B,4257 S ROCKWELL ST,60632,BRIGHTON PARK,58,12,17031580700,1.70316E+14,1159787.497,1876115.055,41.81577112,-87.6893859,"(41.8157711158, -87.6893858973)"
SUPERMERCADO GUERRERO,2042000,354339,3800,B,3100 W CERMAK RD,60623,SOUTH LAWNDALE,30,24,17031841700,1.70318E+14,1156013.488,1889256.046,41.85190837,-87.70287599,"(41.8519083675, -87.702875989)"
STOP & GO FOOD MART,26776,11123,3250,B,1622 W MONTEREY AVE,60643,MORGAN PARK,75,34,17031750600,1.70318E+14,1167414.121,1830185.843,41.68957477,-87.66272315,"(41.6895747692, -87.6627231456)"
ALDI INC #92,13996,5273,19410,A,620 W 63RD ST,60621,ENGLEWOOD,68,16,17031680900,1.70317E+14,1173102.904,1863153.862,41.77992005,-87.64092551,"(41.7799200473, -87.6409255107)"
FIRST CHOICE MARKET,1969290,342952,10000,A,3019 E 91ST ST,60617,SOUTH CHICAGO,46,10,17031461000,1.70315E+14,1197964.097,1845167.181,41.72997787,-87.55038259,"(41.7299778712, -87.5503825944)"
KORDIAN'S MARKET,28114,11448,4610,B,6332 W HIGGINS AVE,60630,JEFFERSON PARK,11,45,17031110300,1.70311E+14,1132925.716,1934312.961,41.97598405,-87.78656131,"(41.9759840467, -87.7865613104)"
"DOMINICK'S Finer Foods, Inc. #1695",41682,5033,26819,A,959 W FULLERTON AVE,60614,LINCOLN PARK,7,43,17031071100,1.70311E+14,1169257.276,1916091.025,41.92526828,-87.65348756,"(41.9252682757, -87.6534875641)"
ALDI INC #06,13978,5273,14000,A,5001 N PULASKI RD,60630,ALBANY PARK,14,39,17031140302,1.70311E+14,1148863.367,1932961.419,41.97198122,-87.7279869,"(41.9719812207, -87.7279868979)"
SHOP WISE FOOD,1334440,259101,6000,B,316 W 103RD ST,60628,ROSELAND,49,9,17031490700,1.70315E+14,1175916.552,1836666.923,41.70717395,-87.63140242,"(41.7071739515, -87.6314024214)"
"H & A FOOD MARKET, INC.",1379268,217567,2500,B,1007 W 63RD ST,60621,ENGLEWOOD,68,16,17031681000,1.70317E+14,1170635.734,1863004.589,41.77956458,-87.64997484,"(41.7795645849, -87.6499748357)"
GEMELOS FOOD/ CHECK CASHING SERVICES,1045757,203580,6600,B,4300 S MOZART ST,60632,BRIGHTON PARK,58,14,17031580502,1.70316E+14,1158040.549,1875978.451,41.815432,-87.69579779,"(41.815432001, -87.69579779)"
ALDI #32,1975885,5273,16924,A,1840 N CLYBOURN AVE,60614,LINCOLN PARK,7,32,17031832600,1.70318E+14,1168978.244,1912136.792,41.91442371,-87.65462784,"(41.9144237141, -87.654627843)"
SUPERIOR NUT & CANDY  CO.I INC.,1122087,26728,10005,A,1111 W 40TH ST,60609,NEW CITY,61,11,17031842600,1.70318E+14,1169479.083,1878079.696,41.82095749,-87.65377832,"(41.820957494, -87.6537783218)"
LA PERLA TAPATIA BAKERY,1698,85292,3000,B,4214 W NORTH AVE,60639,HUMBOLDT PARK,23,30,17031230500,1.70312E+14,1147938.538,1910338.451,41.90991975,-87.73197126,"(41.909919754, -87.731971257)"
"RIO GRANDE FRUIT MARKET, INC.",1042285,201574,3750,B,3501 W NORTH AVE,60647,HUMBOLDT PARK,23,26,17031230800,1.70312E+14,1152725.357,1910369.204,41.90991071,-87.71438551,"(41.9099107051, -87.7143855102)"
MIARA'S CONT'L PASTRY DELI INC,10400,4623,5000,B,7051 W ADDISON ST,60634,DUNNING,17,36,17031171000,1.70312E+14,1128545.078,1923079.509,41.94523382,-87.80292664,"(41.9452338231, -87.8029266385)"
J AND P FINER FOODS,1567,299,4500,B,3501 W MONTROSE AVE,60618,IRVING PARK,16,33,17031160501,1.70312E+14,1152248.065,1928979.616,41.96098859,-87.71564632,"(41.9609885935, -87.7156463163)"
NEIL'S FOOD,1998505,221849,3500,B,7749 S HALSTED ST,60620,AUBURN GRESHAM,71,17,17031710100,1.70317E+14,1172356.949,1853275.989,41.75283042,-87.64395052,"(41.7528304183, -87.6439505248)"
CHICAGO FOOD CORP,1169745,11429,10000,A,5800 N PULASKI RD,60646,NORTH PARK,13,39,17031130200,1.70311E+14,1148643.522,1938042.388,41.98592799,-87.72866342,"(41.9859279924, -87.7286634185)"
JEWEL FOOD STORE #3443,1323,259,25356,A,5343 N BROADWAY,60640,EDGEWATER,77,48,17031030703,1.7031E+14,1167382.759,1935813.542,41.97942825,-87.65980585,"(41.9794282549, -87.6598058547)"
JEWEL FOOD STORE #3470,1382,259,24815,A,3570 N ELSTON AVE,60618,AVONDALE,21,35,17031831100,1.70318E+14,1154304.814,1923553.343,41.9460576,-87.70823011,"(41.946057604, -87.7082301098)"
5659 W. DIVERSEY,1575023,277375,4000,B,5659 W DIVERSEY AVE,60639,BELMONT CRAGIN,19,30,17031190602,1.70312E+14,1137914.081,1918001.654,41.9311354,-87.76861213,"(41.9311354035, -87.7686121306)"
MACIAS PRODUCE INC.,1648017,297549,7000,B,8933 S COMMERCIAL AVE,60617,SOUTH CHICAGO,46,10,17031833900,1.70318E+14,1197739.28,1846169.38,41.73273359,-87.55117278,"(41.7327335949, -87.5511727836)"
DILILAH GROCERY,1986580,346168,3125,B,1759 W 21ST ST,60608,LOWER WEST SIDE,31,25,17031310800,1.70313E+14,1164727.487,1890072.173,41.85396788,-87.67087019,"(41.8539678804, -87.6708701882)"
DOMINICK'S # 304/2304,41617,5033,10001,A,2550 N CLYBOURN AVE,60614,LINCOLN PARK,7,32,17031070700,1.70311E+14,1163869.571,1916997.688,41.92787172,-87.67325881,"(41.9278717231, -87.6732588146)"
OUTLET KINGDOM,2054475,356046,4000,B,3449 S HALSTED ST,60608,BRIDGEPORT,60,11,17031839700,1.70318E+14,1171577.641,1881783.379,41.83107494,-87.64597111,"(41.8310749437, -87.6459711122)"
LA INTERNATIONAL,57700,18542,3000,B,4301 S ARCHER AVE,60632,BRIGHTON PARK,58,14,17031580502,1.70316E+14,1156338.846,1875918.037,41.81530069,-87.7020416,"(41.8153006937, -87.7020416008)"
PETE'S PRODUCE,1448266,271341,10000,A,1411 W 87TH ST,60620,AUBURN GRESHAM,71,21,17031711400,1.70317E+14,1168376.322,1847018.231,41.73574485,-87.65871771,"(41.7357448514, -87.6587177057)"
"CALMA OPTIMAL DELI, INC.",1991322,346718,3000,B,5155 W ADDISON ST,60641,PORTAGE PARK,15,38,17031151001,1.70312E+14,1141134.009,1923401.79,41.9458951,-87.75664585,"(41.9458951009, -87.7566458523)"
HARBOR MARKET,44759,16473,4200,B,155 N HARBOR DR,60601,LOOP,32,42,17031320100,1.70313E+14,1179690.183,1901410.339,41.88475054,-87.61560396,"(41.8847505385, -87.6156039565)"
"SWEQI FOOD MART, INC.",2055024,356315,2600,B,4100 W NORTH AVE,60639,HUMBOLDT PARK,23,30,17031230500,1.70312E+14,1148781.236,1910359.363,41.90996088,-87.72887496,"(41.9099608832, -87.7288749604)"
WALLY'S MARKET INC,72825,21938,33000,A,6601 W IRVING PARK RD,60634,DUNNING,17,38,17031170300,1.70312E+14,1131673.891,1925827.774,41.95272166,-87.79136221,"(41.9527216579, -87.7913622126)"
SAVEWAY FOOD,1594450,290756,3000,B,313 E 43RD ST,60653,GRAND BOULEVARD,38,3,17031835800,1.70318E+14,1178918.696,1876526.87,41.81648632,-87.61919683,"(41.8164863247, -87.6191968314)"
CARNICERIA&FRUTERIA EL MITOTE,49322,17160,4500,B,4459 W BELMONT AVE,60641,HERMOSA,20,31,17031200100,1.70312E+14,1145834.315,1920855.404,41.93881951,-87.7394338,"(41.9388195147, -87.7394338028)"
LEMEN SUN CORP.,28022,11427,3600,B,2832 S WENTWORTH AVE,60616,ARMOUR SQUARE,34,11,17031340400,1.70313E+14,1175376.922,1885651.269,41.84160448,-87.6319155,"(41.8416044818, -87.6319155034)"
SAVE-A-LOT  #862,1353496,216203,14800,A,4701 S COTTAGE GROVE AVE,60615,KENWOOD,39,4,17031390400,1.70314E+14,1182423.862,1874006.379,41.80948925,-87.60641743,"(41.8094892465, -87.6064174294)"
TREASURE ISLAND FOODS,1307,85291,10001,A,1639 N WELLS ST,60614,LINCOLN PARK,7,43,17031071500,1.70311E+14,1174435.98,1911410.983,41.9123118,-87.63459886,"(41.9123117952, -87.6345988555)"
"OGIES FOOD, INC",26972,11210,10001,A,2600 W LITHUANIAN PLAZA CT,60629,CHICAGO LAWN,66,15,17031660900,1.70317E+14,1160212.869,1858843.112,41.76836584,-87.68830091,"(41.7683658358, -87.6883009077)"
SUPERMERCADO EL GUERO #10 INC,39978,10046,10001,A,4023 S ARCHER AVE,60632,BRIGHTON PARK,58,12,17031580600,1.70316E+14,1158673.073,1877860.268,41.82058304,-87.69342617,"(41.8205830407, -87.693426166)"
TRADER JOE'S,1991799,211718,15000,A,3745 N LINCOLN AVE,60613,NORTH CENTER,5,47,17031050600,1.70311E+14,1163151.375,1925042.094,41.94996117,-87.67567113,"(41.9499611711, -87.6756711293)"
DOMINICK'S,1969836,5033,59488,A,6623 N DAMEN AVE,60645,WEST RIDGE,2,50,17031020500,1.7031E+14,1161793.538,1944077.421,42.00222338,-87.68012883,"(42.0022233751, -87.680128828)"
ALDI'S #08,1743166,5273,16890,A,7333 S STATE ST,60619,GREATER GRAND CROSSING,69,6,17031691000,1.70317E+14,1177594.904,1856252.26,41.76088087,-87.62466578,"(41.760880872, -87.6246657846)"
ALDI,1959623,5273,15680,A,6221 N BROADWAY,60660,EDGEWATER,77,49,17031030103,1.7031E+14,1167209.184,1941564.023,41.99521146,-87.66027799,"(41.9952114602, -87.6602779929)"
FAIRPLAY FOODS INC,10947,86481,18500,A,2323 W 111TH ST,60643,MORGAN PARK,75,19,17031750500,1.70318E+14,1162749.757,1830916.867,41.6916792,-87.67977917,"(41.691679204, -87.6797791725)"
BIG APPLE FINER FOODS INC,4900,3297,9000,B,2345 N CLARK ST,60614,LINCOLN PARK,7,43,17031071400,1.70311E+14,1172948.706,1916010.492,41.92496618,-87.63992602,"(41.9249661791, -87.639926019)"
AVENUE FOOD MAR INC,1246771,20727,18000,A,6850 W BELMONT AVE,60634,DUNNING,17,36,17031171000,1.70312E+14,1129966.481,1920538.73,41.93823738,-87.79776035,"(41.938237376, -87.7977603483)"
FRESH FARMS INTERNATIONAL,30144,12018,9500,B,2626 W DEVON AVE,60659,WEST RIDGE,2,50,17031020602,1.7031E+14,1157511.176,1942409.793,41.99773591,-87.69592888,"(41.9977359091, -87.6959288805)"
LAKE VIEW FOODS INC,2055,408,3100,B,4106 N SHERIDAN RD,60613,UPTOWN,3,46,17031032100,1.7031E+14,1168818.567,1927666.092,41.9570403,-87.65476289,"(41.9570402995, -87.6547628922)"
THE CELLAR,1574603,286737,5000,B,3106 N HARLEM AVE,60634,DUNNING,17,36,17031170900,1.70312E+14,1127497.707,1919931.539,41.93661313,-87.80684752,"(41.9366131328, -87.8068475211)"
MARIANO'S FRESH MARKET #8507,2163771,360006,,A,5353 N ELSTON AVE,60630,JEFFERSON PARK,11,45,17031110100,1.70311E+14,1140915.424,1935358.818,41.97871026,-87.75715377,"(41.97871026, -87.75715377)"
RAINBOW GROCERY,61801,19562,2500,B,2003 W 69TH ST,60636,WEST ENGLEWOOD,67,17,17031671500,1.70317E+14,1164163.509,1858859.406,41.76832833,-87.67381938,"(41.7683283348, -87.673819384)"
"CARNICERIA LA HACIENDA, INC.",1492826,276948,4000,B,3459 W 59TH ST,60629,CHICAGO LAWN,66,16,17031660400,1.70317E+14,1154081.818,1865232.912,41.7860244,-87.71060478,"(41.786024401, -87.7106047774)"
CICERO DELI INC.,20884,8639,3600,B,3206 N CICERO AVE,60641,PORTAGE PARK,15,30,17031151002,1.70312E+14,1143769.203,1920923.968,41.93904667,-87.74702197,"(41.93904667, -87.7470219655)"
K BUENA,1999075,65396,3500,B,4322 W MARQUETTE RD,60629,WEST LAWN,65,13,17031650301,1.70317E+14,1148569.657,1859858.282,41.77138332,-87.73095337,"(41.7713833198, -87.7309533689)"
JEWEL FOOD STORE #3210,1333,259,23845,A,1210 N CLARK ST,60610,NEAR NORTH SIDE,8,42,17031080202,1.70311E+14,1175275.323,1908485.463,41.90426523,-87.63160329,"(41.9042652283, -87.6316032946)"
NANCY FOODS INC,79959,23327,2500,B,12315 S STATE ST,60628,WEST PULLMAN,53,9,17031530600,1.70315E+14,1178520.748,1823233.633,41.6702524,-87.62227196,"(41.6702523999, -87.6222719562)"
WINDY CITY INC,24289,9833,4225,B,324 S CICERO AVE,60644,AUSTIN,25,24,17031252202,1.70313E+14,1144408.893,1897932.784,41.87594436,-87.74525023,"(41.8759443554, -87.7452502275)"
ULTRA FOODS,1741082,308026,87600,A,3250 W 87TH ST,60652,ASHBURN,70,18,17031700402,1.70317E+14,1156151.776,1846754.041,41.73527409,-87.70351128,"(41.7352740895, -87.7035112835)"
PETE'S FRESH SUPERMARKET,1771242,312119,75000,A,2526 W CERMAK RD,60608,SOUTH LAWNDALE,30,28,17031840700,1.70318E+14,1159779.467,1889354.072,41.85210065,-87.68905111,"(41.8521006532, -87.6890511106)"
CARNICERIA GUANAJUATO #3,2060960,357299,9000,B,3132 N CALIFORNIA AVE,60618,AVONDALE,21,33,17031210800,1.70312E+14,1157122.784,1920845.308,41.93856972,-87.69794595,"(41.9385697153, -87.6979459455)"
MINI MERCADO LA BETANIA,33473,3205,2640,B,2800 S TRIPP AVE,60623,SOUTH LAWNDALE,30,22,17031301803,1.70313E+14,1148469.253,1885006.799,41.84039654,-87.73067501,"(41.8403965367, -87.7306750125)"
JEWEL FOOD STORE #3114,1388,259,20860,A,3128 W 103RD ST,60655,MOUNT GREENWOOD,74,19,17031740100,1.70317E+14,1157251.365,1836208.393,41.70631284,-87.69976712,"(41.7063128446, -87.6997671192)"
TIERRA CALIENTE MARKET,1769425,311388,3125,B,1402 N ASHLAND AVE,60622,WEST TOWN,24,1,17031241500,1.70312E+14,1165430.193,1909440.718,41.90710182,-87.66773966,"(41.9071018181, -87.6677396553)"
QUALITY FOOD ON 71 ST INC,76481,22614,3000,B,2557 W 71ST ST,60629,CHICAGO LAWN,66,18,17031661000,1.70317E+14,1160309.134,1857439.332,41.76451168,-87.68798666,"(41.7645116769, -87.687986655)"
JEWEL FOOD STORE #3302,1402,259,25431,A,3644 S ARCHER AVE,60609,MCKINLEY PARK,59,11,17031590500,1.70316E+14,1161644.385,1880433.811,41.8275839,-87.68245444,"(41.8275838968, -87.6824544425)"
CERMAK PRODUCE,1770942,311980,17000,A,3311 W 26TH ST,60623,SOUTH LAWNDALE,30,22,17031840800,1.70318E+14,1154665.272,1886497.894,41.84436673,-87.70789805,"(41.8443667287, -87.7078980538)"
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
